Date : 2026-03-19 23:41:46
Directory : /Users/nssanjeev/Documents/cosmi
Total : 70 files,  15891 codes, 401 comments, 1572 blanks, all 17864 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| JSON               |          2 |      8,741 |          0 |          2 |      8,743 |
| TypeScript JSX     |         42 |      6,403 |        358 |      1,381 |      8,142 |
| TypeScript         |         14 |        429 |         30 |        130 |        589 |
| PostCSS            |          1 |        196 |         10 |         36 |        242 |
| JavaScript         |          4 |         52 |          3 |          8 |         63 |
| JSON with Comments |          1 |         42 |          0 |          1 |         43 |
| Markdown           |          1 |         23 |          0 |         14 |         37 |
| XML                |          5 |          5 |          0 |          0 |          5 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+-------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                      | files      | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                         |         70 |     15,891 |        401 |      1,572 |     17,864 |
| . (Files)                                                                                 |         10 |      8,874 |          6 |         31 |      8,911 |
| app                                                                                       |         48 |      6,919 |        387 |      1,520 |      8,826 |
| app (Files)                                                                               |          6 |        539 |         34 |         86 |        659 |
| app/api                                                                                   |          5 |        320 |         19 |        103 |        442 |
| app/api/paypal-capture                                                                    |          1 |        105 |          8 |         37 |        150 |
| app/api/paypal-checkout                                                                   |          1 |         75 |          3 |         21 |         99 |
| app/api/razorpay-checkout                                                                 |          2 |        112 |          7 |         35 |        154 |
| app/api/razorpay-checkout/order                                                           |          1 |         26 |          0 |          6 |         32 |
| app/api/razorpay-checkout/success                                                         |          1 |         86 |          7 |         29 |        122 |
| app/api/send-reminder                                                                     |          1 |         28 |          1 |         10 |         39 |
| app/company                                                                               |          1 |        266 |         10 |         44 |        320 |
| app/components                                                                            |          7 |        405 |         39 |         58 |        502 |
| app/components (Files)                                                                    |          6 |        358 |         33 |         52 |        443 |
| app/components/hero                                                                       |          1 |         47 |          6 |          6 |         59 |
| app/dashboard                                                                             |          6 |      2,053 |         88 |        490 |      2,631 |
| app/dashboard (Files)                                                                     |          2 |        870 |         46 |        178 |      1,094 |
| app/dashboard/clients                                                                     |          2 |        356 |         12 |        101 |        469 |
| app/dashboard/clients (Files)                                                             |          1 |        325 |         12 |         90 |        427 |
| app/dashboard/clients/[id]                                                                |          1 |         31 |          0 |         11 |         42 |
| app/dashboard/invoices                                                                    |          2 |        827 |         30 |        211 |      1,068 |
| app/dashboard/invoices (Files)                                                            |          1 |        394 |          7 |         88 |        489 |
