Date : 2026-04-05 22:05:54
Directory : /Users/nssanjeev/Documents/cosmi
Total : 78 files,  20554 codes, 558 comments, 2522 blanks, all 23634 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| JSON               |          2 |     10,080 |          0 |          2 |     10,082 |
| TypeScript JSX     |         44 |      9,438 |        504 |      2,276 |     12,218 |
| TypeScript         |         20 |        639 |         36 |        172 |        847 |
| PostCSS            |          1 |        275 |         15 |         49 |        339 |
| JavaScript         |          4 |         52 |          3 |          8 |         63 |
| JSON with Comments |          1 |         42 |          0 |          1 |         43 |
| Markdown           |          1 |         23 |          0 |         14 |         37 |
| XML                |          5 |          5 |          0 |          0 |          5 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+-------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                      | files      | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                         |         78 |     20,554 |        558 |      2,522 |     23,634 |
| . (Files)                                                                                 |         10 |     10,213 |          6 |         31 |     10,250 |
| app                                                                                       |         53 |     10,203 |        543 |      2,462 |     13,208 |
| app (Files)                                                                               |          6 |        621 |         39 |        100 |        760 |
| app/api                                                                                   |          7 |        463 |         24 |        132 |        619 |
| app/api/create-public-link                                                                |          1 |         50 |          2 |         12 |         64 |
| app/api/paypal-capture                                                                    |          1 |        132 |          7 |         40 |        179 |
| app/api/paypal-checkout                                                                   |          1 |         88 |          5 |         19 |        112 |
| app/api/public-invoice                                                                    |          1 |         27 |          0 |          7 |         34 |
| app/api/public-invoice/close                                                              |          1 |         27 |          0 |          7 |         34 |
| app/api/razorpay-checkout                                                                 |          2 |        138 |          9 |         44 |        191 |
| app/api/razorpay-checkout/order                                                           |          1 |         27 |          0 |          7 |         34 |
| app/api/razorpay-checkout/success                                                         |          1 |        111 |          9 |         37 |        157 |
| app/api/send-reminder                                                                     |          1 |         28 |          1 |         10 |         39 |
| app/company                                                                               |          1 |        266 |         10 |         44 |        320 |
| app/components                                                                            |          8 |        544 |         45 |         86 |        675 |
| app/components (Files)                                                                    |          6 |        358 |         33 |         52 |        443 |
| app/components/hero                                                                       |          1 |         47 |          6 |          6 |         59 |
| app/components/ui                                                                         |          1 |        139 |          6 |         28 |        173 |
| app/dashboard                                                                             |          7 |      2,807 |        118 |        720 |      3,645 |
| app/dashboard (Files)                                                                     |          2 |      1,027 |         55 |        269 |      1,351 |
| app/dashboard/analytics                                                                   |          1 |        420 |         18 |         69 |        507 |
| app/dashboard/clients                                                                     |          2 |        360 |         12 |        105 |        477 |
| app/dashboard/clients (Files)                                                             |          1 |        329 |         12 |         94 |        435 |
| app/dashboard/clients/[id]                                                                |          1 |         31 |          0 |         11 |         42 |
| app/dashboard/invoices                                                                    |          2 |      1,000 |         33 |        277 |      1,310 |
| app/dashboard/invoices (Files)                                                            |          1 |        565 |          9 |        141 |        715 |
| app/dashboard/invoices/[id]                                                               |          1 |        435 |         24 |        136 |        595 |
| app/invoice                                                                               |          1 |        612 |         35 |        172 |        819 |
| app/invoice-editor                                                                        |          5 |      2,844 |        142 |        715 |      3,701 |
| app/invoice-editor (Files)                                                                |          2 |      1,193 |         37 |        263 |      1,493 |
| app/invoice-editor/components                                                             |          2 |      1,325 |         65 |        331 |      1,721 |
| app/invoice-editor/components/invoice                                                     |          2 |      1,325 |         65 |        331 |      1,721 |
| app/invoice-editor/hooks                                                                  |          1 |        326 |         40 |        121 |        487 |
| app/invoice/[id]                                                                          |          1 |        612 |         35 |        172 |        819 |
| app/onboarding                                                                            |          1 |        121 |          4 |         27 |        152 |
| app/payment-success                                                                       |          1 |         30 |          0 |         13 |         43 |
| app/pricing                                                                               |          1 |        118 |          8 |         23 |        149 |
| app/profile                                                                               |          5 |        738 |         41 |        147 |        926 |
| app/profile (Files)                                                                       |          1 |        311 |         14 |         62 |        387 |
| app/profile/components                                                                    |          4 |        427 |         27 |         85 |        539 |
| app/providers                                                                             |          4 |        604 |         60 |        207 |        871 |
| app/signin                                                                                |          1 |        184 |         11 |         24 |        219 |
| app/signout                                                                               |          1 |         19 |          1 |          5 |         25 |
| app/signup                                                                                |          1 |        160 |          5 |         29 |        194 |
| app/test-auth                                                                             |          1 |         12 |          0 |          4 |         16 |
| app/test-firestore                                                                        |          1 |         33 |          0 |          9 |         42 |
| app/utils                                                                                 |          1 |         27 |          0 |          5 |         32 |
| lib                                                                                       |          9 |        116 |          9 |         27 |        152 |
| public                                                                                    |          5 |          5 |          0 |          0 |          5 |
| types                                                                                     |          1 |         17 |          0 |          2 |         19 |
+-------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                  | language           | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/nssanjeev/Documents/cosmi/README.md                                                | Markdown           |         23 |          0 |         14 |         37 |
| /Users/nssanjeev/Documents/cosmi/app/ProvidersWrapper.tsx                                 | TypeScript JSX     |         26 |          0 |          6 |         32 |
| /Users/nssanjeev/Documents/cosmi/app/api/create-public-link/route.ts                      | TypeScript         |         50 |          2 |         12 |         64 |
| /Users/nssanjeev/Documents/cosmi/app/api/paypal-capture/route.ts                          | TypeScript         |        132 |          7 |         40 |        179 |
| /Users/nssanjeev/Documents/cosmi/app/api/paypal-checkout/route.ts                         | TypeScript         |         88 |          5 |         19 |        112 |
